Distr;D_stats;p_value;Parameters
johnsonsb;0.853128;0.006000;(-1.2466311194025796, 0.0959639228927948, 0.9438561812006587, 0.04226691342114176)
Distr;D_stats;p_value;Parameters
johnsonsb;0.908531;0.002000;(1.4369814119234796, 0.09545049856766598, 0.9536481759120439, 0.05804502732161612)
Distr;D_stats;p_value;Parameters
johnsonsb;0.494164;0.347000;(1.0627673161468902, 0.1450579513484611, 0.9634163208852004, 0.048048475309275224)
