Distr;D_stats;p_value;Parameters
tukeylambda;0.059349;0.057000;(-0.15293522252057035, 0.8265109512140403, 0.015180887412337758)
weibull_min;0.060352;0.050000;(4.198751233407218, 0.7127288422523175, 0.12272230813271917)
