Distr;D_stats;p_value;Parameters
nct;0.079158;0.083000;(2.8707838778525705, 13.361244954696499, -0.039259822795604124, 0.004738840089863255)
invweibull;0.081285;0.069000;(2.6878911241895267, -0.045792179469418506, 0.06795940978190496)
invgamma;0.083779;0.056000;(3.0055391208801536, -0.02393026303141365, 0.1494325374285338)
