Weeks;CTR;target
-1.327045;-0.889528;1.000000
1.422738;-0.093646;1.000000
0.597803;1.855556;0.000000
1.422738;0.250315;1.000000
1.285249;0.167135;1.000000
-0.227132;-1.452761;1.000000
-0.227132;-0.459670;1.000000
-0.364621;-1.118459;1.000000
-1.327045;-0.708751;1.000000
-1.327045;-1.356849;1.000000
-0.089643;2.385258;0.000000
1.285249;0.455847;1.000000
-1.327045;-1.652389;1.000000
1.010270;1.528147;0.000000
-1.189556;-1.115023;1.000000
1.285249;-0.160533;1.000000
-0.364621;-1.089850;1.000000
-0.364621;-0.988727;1.000000
-0.227132;-0.307530;1.000000
-1.327045;-0.734854;1.000000
-1.327045;-1.503776;1.000000
-1.189556;-1.350072;1.000000
-0.227132;-0.780696;1.000000
-1.189556;-0.753991;1.000000
-0.227132;-0.765422;1.000000
0.597803;1.686269;0.000000
1.422738;0.151926;1.000000
0.460314;0.896196;0.000000
-0.227132;0.647790;0.000000
0.460314;0.987916;0.000000
-1.327045;-0.700213;1.000000
1.285249;0.657949;1.000000
-0.227132;0.389569;1.000000
1.422738;0.431107;1.000000
1.422738;0.364959;1.000000
1.422738;0.414615;1.000000
0.597803;1.374661;0.000000
-1.189556;-1.178138;1.000000
1.285249;0.381540;1.000000
0.597803;1.600785;0.000000
1.422738;0.128964;1.000000
-0.777089;0.389328;0.000000
0.597803;1.519725;0.000000
1.285249;0.495668;1.000000
0.322825;2.495597;0.000000
1.422738;0.522122;1.000000
-0.227132;-0.454235;1.000000
1.147760;1.422648;0.000000
-0.089643;-0.250518;1.000000
-0.364621;-0.124068;1.000000
-0.639600;0.222251;0.000000
-0.227132;-0.254533;1.000000
-0.227132;0.067242;1.000000
-1.327045;-0.629573;1.000000
1.285249;0.913189;1.000000
-1.189556;-0.893418;1.000000
0.322825;2.526774;0.000000
1.285249;0.489939;1.000000
1.285249;1.172134;1.000000
-0.227132;-0.714639;1.000000
1.285249;2.674015;0.000000
-0.227132;1.087167;0.000000
-1.189556;-1.466398;1.000000
1.422738;0.285338;1.000000
1.285249;0.628551;1.000000
-0.364621;-0.422908;1.000000
1.285249;0.361650;1.000000
-0.227132;-0.522434;1.000000
0.460314;0.563582;0.000000
1.422738;0.372536;1.000000
-0.227132;-0.610877;1.000000
-0.777089;-0.647870;1.000000
1.422738;0.940948;1.000000
1.285249;-0.275845;1.000000
1.285249;0.189632;1.000000
-0.364621;-0.588771;1.000000
-0.227132;-0.011612;1.000000
-0.227132;-0.644658;1.000000
-1.189556;-0.665440;1.000000
0.735292;2.244304;0.000000
-0.639600;0.782904;0.000000
-0.227132;-0.691450;1.000000
-0.227132;0.134865;1.000000
-0.089643;-0.696085;1.000000
1.285249;0.137721;1.000000
1.285249;1.176242;0.000000
0.597803;2.578908;0.000000
0.460314;1.539162;0.000000
1.285249;0.202249;1.000000
-0.089643;1.309249;0.000000
-0.777089;3.388790;0.000000
1.285249;0.159262;1.000000
-0.227132;0.557951;0.000000
1.010270;0.225880;1.000000
1.010270;0.685137;0.000000
1.010270;0.107223;1.000000
1.422738;0.990241;1.000000
-1.327045;-0.932247;1.000000
-1.189556;-1.237900;1.000000
1.422738;0.553057;1.000000
-1.327045;-0.832309;1.000000
-0.089643;-1.090321;1.000000
-1.327045;-1.616045;1.000000
0.047846;0.116471;1.000000
-1.327045;-1.308820;1.000000
1.285249;0.176375;1.000000
0.460314;1.043618;0.000000
-0.089643;1.870566;0.000000
-0.227132;0.850894;0.000000
0.735292;1.644126;0.000000
1.422738;1.109128;1.000000
-1.327045;-1.105665;1.000000
1.010270;0.012985;1.000000
-1.189556;-1.232060;1.000000
1.422738;0.241531;1.000000
1.010270;-0.046724;1.000000
1.285249;0.047665;1.000000
-0.227132;-0.697333;1.000000
0.872781;0.168094;1.000000
0.460314;-0.044768;0.000000
-1.189556;-0.637273;1.000000
-0.227132;-0.537304;1.000000
1.422738;0.705454;1.000000
-0.227132;-0.773184;1.000000
1.422738;-0.062748;1.000000
-0.227132;1.052228;0.000000
-1.189556;-0.560559;1.000000
-1.464535;-1.427975;1.000000
1.422738;0.477994;1.000000
1.285249;-0.098144;1.000000
0.597803;1.228113;0.000000
1.285249;0.303232;1.000000
1.422738;0.257237;1.000000
0.322825;-0.214152;1.000000
1.422738;0.789771;1.000000
1.285249;-0.151960;1.000000
-1.327045;-0.790721;1.000000
-0.777089;0.537929;0.000000
1.422738;0.551102;1.000000
1.010270;-0.387903;1.000000
-0.227132;-0.944921;1.000000
-0.227132;-0.810087;1.000000
-1.327045;-1.079719;1.000000
-1.327045;-0.184225;1.000000
1.422738;0.737944;1.000000
-0.227132;1.056745;0.000000
-1.189556;-0.664868;1.000000
-1.327045;-0.301342;1.000000
-1.327045;-0.714945;1.000000
0.460314;1.433425;0.000000
-1.189556;-0.827567;1.000000
-0.227132;-0.464457;1.000000
1.422738;0.318894;1.000000
-0.227132;0.084906;1.000000
-0.364621;-0.525388;1.000000
-0.227132;-0.222285;1.000000
1.285249;0.470578;1.000000
-0.227132;-0.191628;1.000000
1.285249;0.270174;1.000000
-0.227132;-0.271212;1.000000
-1.327045;-0.983160;1.000000
-1.327045;-0.375995;1.000000
-0.227132;-0.777277;1.000000
1.285249;0.819864;1.000000
-1.327045;-1.472961;1.000000
1.285249;3.194231;0.000000
-0.089643;-0.060578;1.000000
-0.227132;1.358454;0.000000
1.010270;1.911167;0.000000
-1.327045;-1.049314;1.000000
-0.639600;0.639320;0.000000
-1.464535;-1.369845;1.000000
-1.327045;-1.189598;1.000000
-1.327045;-1.657159;1.000000
-0.227132;-0.314361;1.000000
-0.227132;-0.380538;1.000000
-1.327045;-0.442288;1.000000
1.422738;0.549937;1.000000
-1.189556;-0.857109;1.000000
1.422738;0.452729;1.000000
-1.327045;-0.643289;1.000000
0.460314;1.487157;0.000000
-0.364621;-0.552449;1.000000
1.422738;1.167299;1.000000
1.422738;0.597188;1.000000
1.422738;0.263448;1.000000
-0.364621;-0.633242;1.000000
1.422738;-0.114819;1.000000
-1.189556;-0.170871;1.000000
1.422738;0.864591;1.000000
-0.227132;-0.794422;1.000000
-0.227132;-0.573669;1.000000
1.285249;0.943370;0.000000
-0.639600;2.474881;0.000000
0.047846;0.536557;0.000000
-0.364621;-0.537960;1.000000
-1.189556;-0.905278;1.000000
-1.327045;-0.935337;1.000000
0.872781;-0.416910;1.000000
1.422738;0.516807;1.000000
-0.227132;-0.721633;1.000000
1.422738;0.647479;1.000000
-0.227132;-0.200665;1.000000
-0.639600;1.255941;0.000000
1.422738;0.396423;1.000000
-1.327045;-1.183545;1.000000
1.010270;-0.392427;1.000000
-0.227132;-0.061563;1.000000
-1.464535;-1.262510;1.000000
0.597803;0.843249;0.000000
1.285249;2.274677;0.000000
1.010270;-0.522474;1.000000
-1.327045;-1.108709;1.000000
-1.189556;-0.231598;1.000000
-1.327045;-0.973079;1.000000
1.422738;0.393037;1.000000
-0.089643;-0.579290;1.000000
-0.227132;-0.524963;1.000000
-0.227132;-1.030431;1.000000
-0.227132;-0.012351;1.000000
-1.327045;-1.223841;1.000000
-0.227132;-0.404487;1.000000
0.460314;0.420777;0.000000
1.010270;0.037331;1.000000
-0.227132;-0.099348;1.000000
1.422738;0.173561;1.000000
-1.189556;-1.381701;1.000000
-1.464535;-0.939948;1.000000
-0.364621;-0.201371;1.000000
1.285249;-0.048646;1.000000
-0.227132;0.126362;1.000000
-0.364621;-0.748977;1.000000
-1.327045;-0.807857;1.000000
-0.227132;1.206824;0.000000
1.285249;1.277280;0.000000
1.285249;0.395718;1.000000
-0.639600;0.981321;0.000000
-0.227132;-0.580026;1.000000
1.285249;2.236132;0.000000
-0.089643;-0.673592;1.000000
-0.227132;-0.079299;0.000000
-1.189556;-1.250904;1.000000
1.010270;0.278737;1.000000
0.460314;1.082343;0.000000
1.010270;-0.250787;1.000000
1.285249;0.578304;1.000000
-1.327045;-0.626395;1.000000
1.422738;0.572428;1.000000
1.422738;0.698791;1.000000
-0.227132;-0.674646;1.000000
1.285249;-0.040147;1.000000
-0.089643;-0.775467;1.000000
-1.327045;-0.675385;1.000000
-0.227132;-0.271532;1.000000
1.010270;-0.100020;1.000000
-0.089643;0.730320;0.000000
1.422738;0.156064;1.000000
-1.189556;-0.688487;1.000000
-1.327045;-1.640380;1.000000
-0.364621;-0.733978;1.000000
-0.227132;-0.890985;1.000000
-1.327045;-0.444149;1.000000
-0.364621;-0.818872;1.000000
0.872781;3.863374;0.000000
-1.327045;-0.701414;1.000000
-0.227132;-0.571023;1.000000
-0.777089;1.555928;0.000000
-0.227132;-0.129343;1.000000
-0.227132;-0.293810;1.000000
-0.227132;-0.498671;1.000000
1.422738;0.934541;1.000000
-0.364621;-0.930966;1.000000
1.285249;0.094378;1.000000
-1.327045;-0.997910;1.000000
1.285249;-0.375171;1.000000
0.322825;2.615834;0.000000
-1.327045;-0.495859;1.000000
-0.227132;-0.778110;1.000000
-1.327045;-0.889894;1.000000
-0.227132;0.089701;1.000000
-0.364621;-0.462554;1.000000
-1.189556;-0.818368;1.000000
-0.227132;-0.736302;1.000000
-1.327045;-0.514382;1.000000
1.285249;0.443174;1.000000
-1.327045;-0.879787;1.000000
1.422738;-0.184943;1.000000
-1.327045;-0.905809;1.000000
-1.327045;-1.262314;1.000000
-0.364621;-0.689255;1.000000
0.047846;1.499352;0.000000
-0.227132;-0.646323;1.000000
-1.327045;-1.110510;1.000000
