Distr;D_stats;p_value;Parameters
gengamma;0.041335;0.530000;(3.185099591910383, 1033517.016147183, -23186.8864798668, 23187.840551082867)
powernorm;0.058980;0.141000;(8957.264964235823, 1.1474966278193994, 0.04472629927624622)
exponweib;0.061000;0.118000;(0.5529485486307124, 10.258539366252378, 0.8968806069978479, 0.09046152112143002)
